cons_standings_ID,race_ID,constructor_ID,cumul_points,cumul_position
20849,686,190,13,5
20850,686,182,0,12
20851,686,189,0,16
20852,686,90,0,18
20853,686,82,0,17
20854,686,26,0,13
20855,686,193,0,19
20856,686,184,0,14
20857,687,183,2,11
20858,687,191,57,1
20859,687,11,17,5
20860,687,170,6,9
20861,687,167,24,3
20862,687,172,0,15
20863,687,66,15,6
20864,687,194,3,10
20865,687,6,20,4
20866,687,176,6,8
20867,687,180,26,2
20868,687,190,13,7
20869,687,182,0,12
20870,687,189,0,16
20871,687,90,0,18
20872,687,82,0,17
20873,687,26,0,13
20874,687,193,0,19
20875,687,184,0,14
20876,688,183,2,11
20877,688,191,61,1
20878,688,11,17,5
20879,688,170,6,9
20880,688,167,27,3
20881,688,172,0,16
20882,688,66,15,6
20883,688,194,3,10
20884,688,6,20,4
20885,688,176,6,8
20886,688,180,35,2
20887,688,190,13,7
20888,688,182,0,12
20889,688,187,0,13
20890,688,189,0,17
20891,688,90,0,19
20892,688,82,0,18
20893,688,26,0,14
20894,688,193,0,20
20895,688,184,0,15
20896,689,183,2,11
20897,689,191,63,1
20898,689,11,20,4
20899,689,170,6,9
20900,689,167,28,3
20901,689,172,0,16
20902,689,66,17,6
20903,689,194,3,10
20904,689,6,20,5
20905,689,176,6,8
20906,689,180,44,2
20907,689,190,13,7
20908,689,182,0,13
20909,689,187,0,12
20910,689,189,0,17
20911,689,90,0,19
20912,689,82,0,18
20913,689,26,0,14
20914,689,193,0,20
20915,689,184,0,15
20916,667,11,0,7
20917,667,167,0,6
20918,667,196,1,5
20919,667,194,2,4
20920,667,6,3,3
20921,667,191,4,2
20922,667,180,9,1
20923,667,183,0,8
20924,667,190,0,9
20925,667,89,0,10
20926,667,170,0,11
20927,667,66,0,12
20928,667,195,0,13
20929,668,11,0,9
20930,668,167,0,8
20931,668,196,3,6
20932,668,194,2,7
20933,668,6,3,5
20934,668,191,4,4
20935,668,180,18,1
20936,668,195,4,3
20937,668,187,6,2
20938,668,183,0,11
20939,668,190,0,12
20940,668,89,0,13
20941,668,170,0,14
20942,668,66,0,10
20943,669,11,0,10
20944,669,167,0,9
20945,669,196,3,7
20946,669,194,2,8
20947,669,6,3,6
20948,669,191,4,5
20949,669,180,27,1
20950,669,195,8,3
20951,669,187,8,2
20952,669,82,0,11
20953,669,66,6,4
20954,669,183,0,12
20955,669,190,0,13
20956,669,89,0,14
20957,669,170,0,15
20958,670,180,29,1
20959,670,191,4,7
20960,670,6,7,5
20961,670,194,2,8
20962,670,196,6,6
20963,670,167,0,9
20964,670,11,0,10
20965,670,183,0,12
20966,670,190,0,13
20967,670,89,0,14
20968,670,170,0,15
20969,670,66,12,3
20970,670,195,9,4
20971,670,187,17,2
20972,670,82,0,11
20973,671,11,0,11
20974,671,167,0,10
20975,671,196,15,4
20976,671,194,2,9
20977,671,6,10,5
20978,671,191,6,8
20979,671,180,29,1
20980,671,195,9,6
20981,671,187,17,2
20982,671,82,6,7
20983,671,66,16,3
20984,671,183,0,12
20985,671,190,0,13
20986,671,89,0,14
20987,671,170,0,15
20988,672,11,6,8
20989,672,167,0,11
20990,672,196,19,4
20991,672,194,2,10
20992,672,6,19,3
20993,672,191,6,9
20994,672,180,29,1
20995,672,195,12,6
20996,672,187,19,2
20997,672,82,6,7
20998,672,66,17,5
20999,672,183,0,12
21000,672,190,0,13
21001,672,89,0,14
21002,672,170,0,15
21003,673,180,38,1
21004,673,191,6,9
21005,673,6,25,2
21006,673,194,2,10
21007,673,196,20,4
21008,673,167,0,11
21009,673,11,8,7
21010,673,183,0,12
21011,673,190,0,13
21012,673,89,0,14
21013,673,170,0,15
21014,673,66,17,5
21015,673,195,12,6
21016,673,187,22,3
21017,673,82,6,8
21018,674,11,8,8
21019,674,167,0,11
21020,674,196,29,2
21021,674,194,2,10
21022,674,6,28,3
21023,674,191,10,7
21024,674,180,44,1
21025,674,195,12,6
21026,674,187,22,4
21027,674,82,6,9
21028,674,66,18,5
21029,674,190,0,12
21030,674,183,0,15
21031,674,89,0,16
21032,674,170,0,17
21033,674,26,0,13
21034,674,1,0,14
21035,675,180,44,1
21036,675,191,10,7
21037,675,6,32,3
21038,675,194,3,10
21039,675,196,35,2
21040,675,167,0,11
21041,675,11,8,9
21042,675,183,0,15
21043,675,190,0,12
21044,675,89,0,16
21045,675,170,0,17
21046,675,66,21,5
21047,675,195,12,6
21048,675,187,31,4
21049,675,82,8,8
21050,675,26,0,13
21051,675,1,0,14
21052,676,11,8,9
21053,676,167,0,11
21054,676,196,36,3
21055,676,194,3,10
21056,676,6,32,4
21057,676,191,10,7
21058,676,180,47,1
21059,676,195,14,6
21060,676,187,40,2
21061,676,82,8,8
21062,676,66,25,5
21063,676,190,0,12
21064,676,183,0,15
21065,676,89,0,16
21066,676,170,0,17
21067,676,26,0,13
21068,676,1,0,14
21069,677,180,53,1
21070,677,191,10,8
21071,677,6,32,4
21072,677,194,3,10
21073,677,196,45,2
21074,677,167,0,11
21075,677,11,12,7
21076,677,183,0,15
21077,677,190,0,12
21078,677,89,0,16
21079,677,170,0,17
21080,677,66,25,5
21081,677,195,14,6
21082,677,187,43,3
21083,677,82,8,9
21084,677,26,0,13
21085,677,1,0,14
21086,678,180,62,1
21087,678,191,10,8
21088,678,6,32,4
21089,678,194,3,10
21090,678,196,45,3
21091,678,167,0,11
21092,678,11,14,6
21093,678,183,0,15
21094,678,190,0,12
21095,678,89,0,16
21096,678,170,0,17
21097,678,66,28,5
21098,678,195,14,7
21099,678,187,49,2
21100,678,82,8,9
21101,678,26,0,13
21102,678,1,0,14
21295,656,182,0,7
21296,656,6,0,6
21297,656,191,0,5
21298,656,187,4,3
21299,656,66,0,4
21300,656,180,6,2
21301,656,196,9,1
21302,657,182,1,5
21303,657,6,0,7
21304,657,191,0,6
21305,657,187,10,2
21306,657,66,2,4
21307,657,180,6,3
21308,657,196,18,1
21309,658,182,7,4
21310,658,6,0,8
21311,658,191,0,7
21312,658,187,12,3
21313,658,66,2,5
21314,658,196,18,1
21315,658,167,0,6
21316,658,180,15,2
21317,659,182,9,4
21318,659,6,4,5
21319,659,191,0,8
21320,659,187,15,3
21321,659,66,2,6
21322,659,196,27,1
21323,659,167,0,7
21324,659,180,21,2
21325,660,182,13,4
21326,660,6,4,5
21327,660,191,0,8
21328,660,187,18,3
21329,660,66,2,6
21330,660,196,36,1
21331,660,167,0,7
21332,660,180,22,2
21333,661,182,19,4
21334,661,6,4,5
21335,661,191,0,8
21336,661,187,20,3
21337,661,66,2,6
21338,661,196,45,1
21339,661,167,0,7
21340,661,180,25,2
21341,662,182,28,3
21342,662,6,4,5
21343,662,191,0,8
21344,662,187,24,4
21345,662,66,2,6
21346,662,196,51,1
21347,662,167,0,7
21348,662,180,28,2
21349,662,197,0,9
21350,663,182,30,3
21351,663,6,5,5
21352,663,191,0,8
21353,663,187,27,4
21354,663,66,2,6
21355,663,196,60,1
21356,663,167,0,7
21357,663,180,34,2
21358,663,197,0,9
21359,664,182,39,2
21360,664,6,5,5
21361,664,191,0,8
21362,664,187,29,4
21363,664,66,2,6
21364,664,196,63,1
21365,664,167,0,7
21366,664,180,38,3
21367,664,197,0,9
21368,664,183,0,10
21369,665,182,45,3
21370,665,6,7,5
21371,665,191,0,8
21372,665,187,29,4
21373,665,66,6,6
21374,665,196,63,1
21375,665,167,0,7
21376,665,180,47,2
21377,665,197,0,9
21378,665,183,0,10
21379,666,182,49,2
21380,666,6,7,6
21381,666,191,0,8
21382,666,187,38,4
21383,666,66,7,5
21384,666,196,66,1
21385,666,167,0,7
21386,666,180,47,3
21387,666,197,0,9
21388,666,183,0,10
21537,643,6,0,7
21538,643,66,0,6
21539,643,32,2,5
21540,643,82,3,4
21541,643,37,4,3
21542,643,187,6,2
21543,643,34,9,1
21544,643,86,0,8
21545,644,6,0,7
21546,644,66,0,6
21547,644,32,5,4
21548,644,82,3,5
21549,644,37,13,1
21550,644,34,9,3
21551,644,187,12,2
21552,644,86,0,8
21553,644,198,0,9
21554,645,6,0,8
21555,645,66,1,6
21556,645,32,14,3
21557,645,82,7,5
21558,645,37,13,4
21559,645,34,15,1
21560,645,86,0,7
21561,645,187,15,2
21562,645,198,0,9
21563,646,6,3,7
21564,646,66,10,6
21565,646,32,14,4
21566,646,82,11,5
21567,646,37,19,1
21568,646,34,17,2
21569,646,86,0,8
21570,646,187,15,3
21571,646,198,0,9
21572,647,6,7,7
21573,647,66,10,6
21574,647,32,23,2
21575,647,82,13,5
21576,647,37,25,1
21577,647,34,17,3
21578,647,86,0,8
21579,647,187,16,4
21580,647,198,0,9
21581,647,85,0,10
21582,648,6,7,7
21583,648,66,10,6
21584,648,32,32,1
21585,648,82,15,5
21586,648,37,31,2
21587,648,34,21,3
21588,648,86,0,8
21589,648,187,19,4
21590,648,198,0,9
21591,648,85,0,10
21592,649,6,10,7
21593,649,66,10,6
21594,649,32,41,1
21595,649,82,15,5
21596,649,37,33,2
21597,649,34,27,3
21598,649,86,0,8
21599,649,187,23,4
21600,649,63,0,10
21601,649,198,0,9
21602,649,85,0,11
21603,650,6,16,5
21604,650,66,10,7
21605,650,32,50,1
21606,650,82,16,6
21607,650,37,33,2
21608,650,34,29,3
21609,650,86,0,9
21610,650,187,27,4
21611,650,63,0,8
21612,650,198,0,10
21613,650,85,0,11
21614,651,6,25,5
21615,651,66,13,7
21616,651,32,50,1
21617,651,82,17,6
21618,651,37,33,2
21619,651,34,33,3
21620,651,86,0,10
21621,651,187,27,4
21622,651,63,0,8
21623,651,198,0,9
21624,651,85,0,11
21625,652,6,34,4
21626,652,66,13,7
21627,652,32,50,1
21628,652,82,21,6
21629,652,37,39,2
21630,652,34,35,3
21631,652,86,0,10
21632,652,187,30,5
21633,652,63,0,9
21634,652,198,0,8
21635,652,85,0,11
21636,653,6,43,2
21637,653,66,16,7
21638,653,32,50,1
21639,653,82,21,6
21640,653,37,43,3
21641,653,34,35,4
21642,653,86,0,10
21643,653,187,31,5
21644,653,63,2,8
21645,653,198,0,9
21646,653,85,0,12
21647,653,25,0,11
21648,654,6,46,2
21649,654,66,22,6
21650,654,32,59,1
21651,654,82,21,7
21652,654,37,45,3
21653,654,34,35,4
21654,654,86,0,10
21655,654,187,31,5
21656,654,63,3,8
21657,654,198,0,9
21658,654,25,0,11
21659,654,85,0,12
21660,655,6,52,2
21661,655,66,23,6
21662,655,32,59,1
21663,655,82,23,7
21664,655,37,48,3
21665,655,34,35,4
21666,655,86,0,10
21667,655,187,35,5
21668,655,63,3,8
21669,655,198,0,9
21670,655,25,0,11
21671,655,85,0,12
21672,632,34,0,7
21673,632,63,0,6
21674,632,1,1,5
21675,632,82,2,4
21676,632,180,3,3
21677,632,25,6,2
21678,632,6,9,1
21679,632,200,0,8
21680,632,199,0,9
21681,632,66,0,10
21682,633,34,0,8
21683,633,63,0,7
21684,633,1,3,6
21685,633,82,6,3
21686,633,180,3,5
21687,633,25,15,2
21688,633,6,15,1
21689,633,66,3,4
21690,633,200,0,9
21691,633,199,0,10
21692,634,34,0,9
21693,634,63,1,8
21694,634,1,6,5
21695,634,82,6,4
21696,634,180,5,6
21697,634,25,24,1
21698,634,6,19,2
21699,634,66,3,7
21700,634,200,6,3
21701,634,199,0,10
21702,635,6,28,1
21703,635,25,24,2
21704,635,180,5,7
21705,635,82,6,5
21706,635,1,6,6
21707,635,63,3,8
21708,635,34,0,9
21709,635,200,9,4
21710,635,199,0,10
21711,635,66,9,3
21712,635,201,0,11
21713,636,6,28,2
21714,636,25,33,1
21715,636,180,9,5
21716,636,82,8,6
21717,636,1,6,7
21718,636,63,3,8
21719,636,34,0,9
21720,636,200,9,4
21721,636,199,0,10
21722,636,66,12,3
21723,636,201,0,11
21724,637,34,0,9
21725,637,63,5,8
21726,637,1,6,7
21727,637,82,8,6
21728,637,180,13,4
21729,637,25,42,1
21730,637,6,28,2
21731,637,66,12,5
21732,637,200,15,3
21733,637,199,0,10
21734,637,201,0,11
21735,638,34,1,9
21736,638,63,5,8
21737,638,1,6,7
21738,638,82,8,6
21739,638,180,13,4
21740,638,25,51,1
21741,638,6,32,2
21742,638,66,12,5
21743,638,200,17,3
21744,638,199,0,10
21745,638,201,0,11
21746,639,6,32,2
21747,639,25,51,1
21748,639,180,19,4
21749,639,82,8,6
21750,639,1,6,7
21751,639,63,5,9
21752,639,34,5,8
21753,639,200,18,5
21754,639,199,0,10
21755,639,66,21,3
21756,639,201,0,11
21757,640,6,32,2
21758,640,25,55,1
21759,640,180,19,5
21760,640,82,9,6
21761,640,1,6,8
21762,640,63,8,7
21763,640,34,5,9
21764,640,200,24,4
21765,640,199,0,11
21766,640,66,30,3
21767,640,201,0,10
21768,640,85,0,12
21769,641,6,32,2
21770,641,25,64,1
21771,641,180,21,5
21772,641,82,9,7
21773,641,1,10,6
21774,641,63,8,8
21775,641,34,5,9
21776,641,200,30,4
21777,641,199,0,11
21778,641,66,30,3
21779,641,201,0,10
21780,641,85,0,12
21781,642,34,5,9
21782,642,63,8,8
21783,642,1,10,6
21784,642,82,9,7
21785,642,180,21,5
21786,642,25,73,1
21787,642,6,33,3
21788,642,66,36,2
21789,642,200,33,4
21790,642,201,0,10
21791,642,199,0,11
21792,642,85,0,12
21875,606,37,0,8
21876,606,66,1,5
21877,606,34,1,6
21878,606,1,6,3
21879,606,6,6,4
21880,606,25,12,2
21881,606,32,18,1
21882,606,80,0,7
21883,606,63,0,9
21894,620,32,0,8
21895,620,66,0,7
21896,620,34,0,6
21897,620,37,1,5
21898,620,63,2,4
21899,620,6,4,3
21900,620,1,6,2
21901,620,25,9,1
21902,620,82,0,9
21903,621,32,6,4
21904,621,66,0,8
21905,621,34,1,7
21906,621,37,3,5
21907,621,63,2,6
21908,621,6,7,3
21909,621,1,15,1
21910,621,82,0,9
21911,621,25,9,2
21912,622,32,15,2
21913,622,66,0,8
21914,622,34,1,7
21915,622,37,4,6
21916,622,63,5,5
21917,622,6,13,3
21918,622,1,17,1
21919,622,82,0,9
21920,622,25,9,4
21921,623,32,19,2
21922,623,66,9,5
21923,623,34,1,8
21924,623,37,4,7
21925,623,63,5,6
21926,623,6,19,3
21927,623,1,19,1
21928,623,82,1,9
21929,623,25,12,4
21940,624,32,28,1
21941,624,66,9,5
21942,624,34,1,9
21943,624,37,6,7
21944,624,63,8,6
21945,624,6,19,3
21946,624,1,23,2
21947,624,82,2,8
21948,624,25,18,4
21949,624,81,0,10
21950,625,32,34,1
21951,625,66,9,5
21952,625,34,1,9
21953,625,37,8,7
21954,625,63,9,6
21955,625,6,19,4
21956,625,1,23,3
21957,625,82,6,8
21958,625,25,27,2
21959,625,81,0,10
21960,626,32,43,1
21961,626,66,9,5
21962,626,34,1,9
21963,626,37,8,8
21964,626,63,9,7
21965,626,6,20,4
21966,626,1,27,3
21967,626,82,9,6
21968,626,25,33,2
21969,626,81,0,10
21970,626,83,0,11
21971,627,32,43,1
21972,627,66,12,5
21973,627,34,2,9
21974,627,37,12,6
21975,627,63,9,8
21976,627,6,29,3
21977,627,1,29,4
21978,627,82,9,7
21979,627,25,33,2
21980,627,81,0,10
21981,627,83,0,11
21982,628,32,52,1
21983,628,66,13,5
21984,628,34,2,9
21985,628,37,12,6
21986,628,63,12,7
21987,628,6,29,4
21988,628,1,35,2
21989,628,82,11,8
21990,628,25,33,3
21991,628,81,0,10
21992,628,83,0,12
21993,628,84,0,11
21994,629,32,61,1
21995,629,66,14,6
21996,629,34,4,9
21997,629,37,12,7
21998,629,63,18,5
21999,629,6,29,4
22000,629,1,39,2
22001,629,82,11,8
22002,629,25,33,3
22003,629,81,0,10
22004,629,83,0,12
22005,629,84,0,11
22006,630,32,61,1
22007,630,66,14,6
22008,630,34,7,9
22009,630,37,12,8
22010,630,63,18,5
22011,630,6,31,4
22012,630,1,45,2
22013,630,82,12,7
22014,630,25,42,3
22015,630,81,0,10
22016,630,83,0,12
22017,630,84,0,11
22018,631,32,61,1
22019,631,66,14,7
22020,631,34,7,9
22021,631,37,15,6
22022,631,63,18,5
22023,631,6,33,4
22024,631,1,47,3
22025,631,82,12,8
22026,631,25,51,2
22027,631,81,0,10
22028,631,83,0,12
22029,631,84,0,11
22030,605,80,0,8
22031,605,37,0,7
22032,605,66,0,6
22033,605,34,1,5
22034,605,1,2,4
22035,605,6,3,3
22036,605,25,6,2
22037,605,32,9,1
22038,605,63,0,9
22039,607,80,0,8
22040,607,37,0,10
22041,607,66,1,5
22042,607,34,1,6
22043,607,1,12,3
22044,607,6,9,4
22045,607,25,21,2
22046,607,32,22,1
22047,607,63,0,9
22048,607,58,1,7
22049,608,80,0,9
22050,608,37,0,8
22051,608,66,3,6
22052,608,34,1,7
22053,608,1,15,3
22054,608,6,9,4
22055,608,25,27,2
22056,608,32,31,1
22057,608,63,0,10
22058,608,58,5,5
22059,609,80,0,10
22060,609,37,0,9
22061,609,66,5,6
22062,609,34,4,7
22063,609,1,15,3
22064,609,6,9,4
22065,609,25,36,1
22066,609,32,35,2
22067,609,63,0,11
22068,609,58,5,5
22069,609,81,1,8
22070,610,80,0,10
22071,610,37,0,9
22072,610,66,5,6
22073,610,34,4,7
22074,610,1,17,3
22075,610,6,9,4
22076,610,25,39,1
22077,610,32,37,2
22078,610,63,0,11
22079,610,58,5,5
22080,610,81,1,8
22081,611,80,0,10
22082,611,37,0,9
22083,611,66,5,7
22084,611,34,7,5
22085,611,1,26,3
22086,611,6,10,4
22087,611,25,43,1
22088,611,32,43,2
22089,611,63,0,11
22090,611,58,5,6
22091,611,81,1,8
22116,612,80,0,10
22117,612,37,1,8
22118,612,66,5,7
22119,612,34,11,5
22120,612,1,26,3
22121,612,6,12,4
22122,612,25,51,2
22123,612,32,52,1
22124,612,63,0,11
22125,612,58,5,6
22126,612,81,1,9
22127,612,57,0,12
22128,613,80,0,10
22129,613,37,4,8
22130,613,66,5,7
22131,613,34,12,4
22132,613,1,35,3
22133,613,6,12,5
22134,613,25,53,2
22135,613,32,58,1
22136,613,63,0,11
22137,613,58,5,6
22138,613,81,1,9
22139,613,57,0,12
22140,614,80,1,9
22141,614,37,8,6
22142,614,66,7,7
22143,614,34,12,4
22144,614,1,38,3
22145,614,6,12,5
22146,614,25,62,1
22147,614,32,58,2
22148,614,63,0,11
22149,614,58,5,8
22150,614,81,1,10
22151,614,57,0,12
22152,615,80,1,10
22153,615,37,8,6
22154,615,66,7,7
22155,615,34,14,4
22156,615,1,42,3
22157,615,6,12,5
22158,615,25,71,1
22159,615,32,59,2
22160,615,63,3,9
22161,615,58,5,8
22162,615,81,1,11
22163,615,57,0,12
22164,616,80,1,10
22165,616,37,8,7
22166,616,66,9,6
22167,616,34,17,4
22168,616,1,42,3
22169,616,6,12,5
22170,616,25,77,1
22171,616,32,68,2
22172,616,63,7,8
22173,616,58,5,9
22174,616,81,1,11
22175,616,57,0,12
22176,617,80,1,10
22177,617,37,8,7
22178,617,66,9,6
22179,617,34,18,4
22180,617,1,46,3
22181,617,6,12,5
22182,617,25,80,1
22183,617,32,77,2
22184,617,63,7,8
22185,617,58,5,9
22186,617,81,1,11
22187,617,57,0,12
22188,618,80,2,10
22189,618,37,8,8
22190,618,66,12,6
22191,618,34,18,4
22192,618,1,55,3
22193,618,6,12,5
22194,618,25,82,2
22195,618,32,83,1
22196,618,63,7,9
22197,618,58,9,7
22198,618,81,1,11
22199,618,57,0,12
22200,619,80,2,10
22201,619,37,14,5
22202,619,66,12,7
22203,619,34,22,4
22204,619,1,58,3
22205,619,6,12,6
22206,619,25,82,2
22207,619,32,92,1
22208,619,63,7,9
22209,619,58,9,8
22210,619,81,1,11
22211,619,57,0,12
22212,590,26,0,7
22213,590,37,0,6
22214,590,34,0,5
22215,590,25,1,4
22216,590,66,2,3
22217,590,6,6,2
22218,590,1,9,1
22219,590,32,0,8
22220,590,63,0,9
22221,590,80,0,10
22222,590,58,0,11
22223,591,26,0,9
22224,591,37,0,8
22225,591,34,0,7
22226,591,25,1,6
22227,591,66,2,5
22228,591,6,12,2
22229,591,1,18,1
22230,591,63,3,4
22231,591,32,4,3
22232,591,80,0,11
22233,591,58,0,10
22234,592,26,0,10
22235,592,37,2,8
22236,592,34,9,3
22237,592,25,4,6
22238,592,66,8,4
22239,592,6,12,2
22240,592,1,22,1
22241,592,63,3,7
22242,592,32,4,5
22243,592,80,1,9
22244,592,58,0,11
22245,592,64,0,12
22246,593,26,0,12
22247,593,37,5,6
22248,593,34,9,3
22249,593,25,6,5
22250,593,66,8,4
22251,593,6,21,2
22252,593,1,26,1
22253,593,63,3,8
22254,593,32,4,7
22255,593,80,1,9
22256,593,77,0,13
22257,593,64,0,11
22258,593,58,0,10
22259,593,78,0,14
22260,594,26,0,11
22261,594,37,5,6
22262,594,34,9,5
22263,594,25,10,4
22264,594,66,10,3
22265,594,6,27,2
22266,594,1,35,1
22267,594,63,3,8
22268,594,32,4,7
22269,594,80,1,9
22270,594,77,0,12
22271,594,64,0,13
22272,594,58,0,10
22273,594,57,0,14
22274,594,78,0,16
22275,594,79,0,15
22276,595,26,0,11
22277,595,37,5,7
22278,595,34,10,5
22279,595,25,16,3
22280,595,66,10,6
22281,595,6,30,2
22282,595,1,37,1
22283,595,63,3,9
22284,595,32,13,4
22285,595,80,1,10
22286,595,77,0,12
22287,595,64,0,13
22288,595,58,4,8
22289,595,57,0,14
22290,595,78,0,16
22291,595,79,0,15
22292,596,26,1,11
22293,596,37,5,8
22294,596,34,10,5
22295,596,25,25,3
22296,596,66,10,6
22297,596,6,30,2
22298,596,1,40,1
22299,596,63,3,10
22300,596,32,13,4
22301,596,80,1,12
22302,596,77,0,13
22303,596,64,4,9
22304,596,58,6,7
22305,596,57,0,14
22306,596,78,0,16
22307,596,79,0,15
22308,597,26,1,11
22309,597,37,5,8
22310,597,34,10,5
22311,597,25,27,3
22312,597,66,10,6
22313,597,6,39,2
22314,597,1,42,1
22315,597,63,3,10
22316,597,32,13,4
22317,597,80,1,12
22318,597,77,0,13
22319,597,64,4,9
22320,597,58,6,7
22321,597,57,0,14
22322,597,78,0,16
22323,597,79,0,15
22324,598,26,1,11
22325,598,37,5,8
22326,598,34,10,5
22327,598,25,30,3
22328,598,66,10,6
22329,598,6,45,1
22330,598,1,43,2
22331,598,63,3,10
22332,598,32,22,4
22333,598,80,1,12
22334,598,77,0,13
22335,598,64,4,9
22336,598,58,6,7
22337,598,57,0,14
22338,598,78,0,16
22339,598,79,0,15
22340,599,26,1,11
22341,599,37,5,8
22342,599,34,11,5
22343,599,25,39,3
22344,599,66,10,6
22345,599,6,48,2
22346,599,1,49,1
22347,599,63,3,10
22348,599,32,26,4
22349,599,80,1,12
22350,599,77,0,13
22351,599,64,4,9
22352,599,58,6,7
22353,599,57,0,14
22354,599,78,0,16
22355,599,79,0,15
22356,599,76,0,17
22357,599,74,0,18
22358,600,26,1,11
22359,600,37,5,8
22360,600,34,15,5
22361,600,25,45,3
22362,600,66,10,6
22363,600,6,57,1
22364,600,1,49,2
22365,600,63,3,10
22366,600,32,29,4
22367,600,80,1,12
22368,600,77,0,13
22369,600,64,4,9
22370,600,58,7,7
22371,600,57,0,15
22372,600,79,0,14
22373,600,78,0,16
22374,600,76,0,17
22375,600,74,0,18
22376,601,26,1,11
22377,601,37,6,9
22378,601,34,24,5
22379,601,25,45,3
22380,601,66,10,6
22381,601,6,59,1
22382,601,1,55,2
22383,601,63,3,10
22384,601,32,29,4
22385,601,80,1,12
22386,601,77,0,13
22387,601,64,8,7
22388,601,58,7,8
22389,601,57,0,15
22390,601,79,0,14
22391,601,78,0,16
22392,601,76,0,17
22393,601,74,0,18
22394,602,26,1,12
22395,602,37,6,9
22396,602,34,26,5
22397,602,25,49,3
22398,602,66,10,6
22399,602,6,59,2
22400,602,1,61,1
22401,602,63,3,11
22402,602,32,38,4
22403,602,80,4,10
22404,602,77,0,13
22405,602,64,8,7
22406,602,58,7,8
22407,602,57,0,15
22408,602,79,0,14
22409,602,78,0,16
22410,602,76,0,17
22411,602,74,0,18
22412,603,26,1,12
22413,603,37,6,9
22414,603,34,26,5
22415,603,25,51,3
22416,603,66,10,7
22417,603,6,65,2
22418,603,1,70,1
22419,603,63,3,11
22420,603,32,42,4
22421,603,80,4,10
22422,603,77,0,14
22423,603,64,11,6
22424,603,58,7,8
22425,603,57,0,17
22426,603,79,0,16
22427,603,67,0,15
22428,603,73,0,13
22429,603,78,0,18
22430,603,76,0,19
22431,603,74,0,20
22432,604,26,1,12
22433,604,37,6,9
22434,604,34,35,5
22435,604,25,52,3
22436,604,66,10,7
22437,604,6,65,2
22438,604,1,73,1
22439,604,63,3,11
22440,604,32,42,4
22441,604,80,4,10
22442,604,77,0,14
22443,604,64,15,6
22444,604,58,7,8
22445,604,57,0,17
22446,604,79,0,16
22447,604,67,0,15
22448,604,73,0,13
22449,604,78,0,18
22450,604,76,0,19
22451,604,74,0,20
22452,576,202,0,10
22453,576,26,0,9
22454,576,37,0,8
22455,576,32,0,7
22456,576,67,0,6
22457,576,25,2,5
22458,576,6,3,4
22459,576,34,4,3
22460,576,64,6,2
22461,576,1,9,1
22462,576,3,0,11
22463,576,73,0,12
22464,576,66,0,13
22465,576,56,0,14
22466,577,202,0,13
22467,577,26,0,10
22468,577,37,0,9
22469,577,32,0,8
22470,577,67,0,7
22471,577,25,2,5
22472,577,6,6,4
22473,577,34,13,2
22474,577,64,7,3
22475,577,1,15,1
22476,577,56,0,14
22477,577,3,0,12
22478,577,63,0,11
22479,577,73,0,6
22480,577,66,0,15
22481,578,202,0,10
22482,578,26,0,12
22483,578,37,0,11
22484,578,32,0,9
22485,578,67,0,6
22486,578,25,11,3
22487,578,6,8,4
22488,578,34,19,1
22489,578,64,7,5
22490,578,1,16,2
22491,578,56,0,15
22492,578,3,0,14
22493,578,63,0,13
22494,578,73,0,7
22495,578,66,0,16
22496,578,75,0,8
22497,579,202,2,7
22498,579,26,0,14
22499,579,37,1,8
22500,579,32,3,6
22501,579,67,0,9
22502,579,25,11,3
22503,579,6,8,4
22504,579,34,21,1
22505,579,64,7,5
22506,579,1,20,2
22507,579,56,0,15
22508,579,3,0,10
22509,579,63,0,13
22510,579,73,0,11
22511,579,66,0,16
22512,579,75,0,12
22513,579,57,0,17
22514,580,202,2,7
22515,580,26,0,14
22516,580,37,1,8
22517,580,32,6,6
22518,580,67,0,9
22519,580,25,13,4
22520,580,6,17,3
22521,580,34,25,2
22522,580,64,7,5
22523,580,1,26,1
22524,580,56,0,15
22525,580,3,0,10
22526,580,63,0,13
22527,580,73,0,11
22528,580,66,0,16
22529,580,75,0,12
22530,580,57,0,17
22531,581,202,2,7
22532,581,26,0,15
22533,581,37,1,8
22534,581,32,6,6
22535,581,67,0,9
22536,581,25,19,4
22537,581,6,26,3
22538,581,34,29,1
22539,581,64,7,5
22540,581,1,26,2
22541,581,56,0,16
22542,581,3,0,10
22543,581,63,0,13
22544,581,73,0,11
22545,581,66,0,14
22546,581,75,0,12
22547,581,57,0,17
22699,582,202,2,8
22700,582,26,0,15
22701,582,37,1,10
22702,582,32,6,6
22703,582,67,2,9
22704,582,25,19,4
22705,582,6,35,1
22706,582,34,33,2
22707,582,64,7,5
22708,582,1,26,3
22709,582,56,0,16
22710,582,3,0,12
22711,582,63,0,13
22712,582,73,3,7
22713,582,66,0,14
22714,582,75,1,11
22715,582,57,0,17
22716,583,202,4,7
22717,583,26,0,15
22718,583,37,1,10
22719,583,32,6,6
22720,583,67,2,9
22721,583,25,19,4
22722,583,6,41,1
22723,583,34,36,2
22724,583,64,16,5
22725,583,1,26,3
22726,583,56,0,17
22727,583,3,0,12
22728,583,63,0,13
22729,583,73,3,8
22730,583,66,0,14
22731,583,75,1,11
22732,583,57,0,16
22733,583,74,0,18
22734,584,202,4,8
