driver_standings_ID,race_ID,driver_ID,cumul_points,cumul_position
19267,381,123,16,4
19268,381,158,1,16
19269,381,140,0,21
19270,381,110,3,13
19271,381,156,5,11
19272,381,159,0,24
19273,381,112,0,25
19274,381,99,0,20
19275,381,166,0,26
19276,381,114,0,18
19277,381,163,0,32
19278,381,131,0,27
19279,381,95,6,8
19280,381,145,6,9
19281,381,119,2,14
19282,381,122,4,12
19283,381,167,0,31
19284,381,127,5,10
19285,381,165,0,29
19286,381,141,0,22
19287,381,160,0,30
19288,381,78,0,23
19289,381,146,0,28
19290,381,133,0,19
19291,381,102,66,1
19292,381,94,1,17
19293,382,117,72,2
19294,382,77,28,3
19295,382,137,18,4
19296,382,118,11,7
19297,382,105,16,6
19298,382,138,1,16
19299,382,123,16,5
19300,382,158,2,14
19301,382,140,0,22
19302,382,110,3,13
19303,382,156,5,12
19304,382,159,0,27
19305,382,112,0,23
19306,382,99,0,21
19307,382,166,0,26
19308,382,114,0,18
19309,382,163,0,33
19310,382,131,0,28
19311,382,95,6,9
19312,382,145,6,10
19313,382,119,2,15
19314,382,122,8,8
19315,382,167,0,32
19316,382,127,5,11
19317,382,165,0,30
19318,382,141,0,24
19319,382,160,0,31
19320,382,78,0,25
19321,382,146,0,29
19322,382,133,0,20
19323,382,102,75,1
19324,382,94,1,17
19325,382,84,0,19
19326,383,117,72,2
19327,383,77,37,3
19328,383,137,18,5
19329,383,118,14,7
19330,383,105,22,4
19331,383,138,1,16
19332,383,123,17,6
19333,383,158,6,10
19334,383,140,0,22
19335,383,110,3,14
19336,383,156,5,13
19337,383,159,0,27
19338,383,112,0,23
19339,383,99,0,21
19340,383,166,0,26
19341,383,114,0,18
19342,383,163,0,32
19343,383,131,0,28
19344,383,95,6,9
19345,383,145,6,11
19346,383,119,2,15
19347,383,122,10,8
19348,383,167,0,34
19349,383,127,5,12
19350,383,165,0,31
19351,383,141,0,24
19352,383,160,0,33
19353,383,78,0,25
19354,383,146,0,30
19355,383,133,0,20
19356,383,102,75,1
19357,383,94,1,17
19358,383,84,0,19
19359,383,168,0,29
19360,384,117,81,1
19361,384,77,37,3
19362,384,137,18,6
19363,384,118,17,7
19364,384,105,24,4
19365,384,138,1,16
19366,384,123,21,5
19367,384,158,6,10
19368,384,140,0,24
19369,384,110,3,14
19370,384,156,5,13
19371,384,159,0,21
19372,384,112,0,25
19373,384,99,0,22
19374,384,166,0,23
19375,384,114,0,18
19376,384,163,0,28
19377,384,131,0,29
19378,384,95,6,9
19379,384,145,6,11
19380,384,119,2,15
19381,384,122,16,8
19382,384,167,0,34
19383,384,127,5,12
19384,384,165,0,32
19385,384,141,0,26
19386,384,160,0,33
19387,384,78,0,27
19388,384,146,0,31
19389,384,133,0,19
19390,384,102,76,2
19391,384,94,1,17
19392,384,84,0,20
19393,384,168,0,30
19394,385,117,84,1
19395,385,77,38,3
19396,385,137,18,6
19397,385,118,17,7
19398,385,105,24,4
19399,385,138,1,16
19400,385,123,21,5
19401,385,158,6,11
19402,385,140,0,24
19403,385,110,3,15
19404,385,156,5,13
19405,385,159,0,21
19406,385,112,0,25
19407,385,99,0,22
19408,385,166,0,23
19409,385,114,0,18
19410,385,163,0,28
19411,385,131,0,29
19412,385,95,12,9
19413,385,145,10,10
19414,385,119,4,14
19415,385,122,16,8
19416,385,167,0,34
19417,385,127,5,12
19418,385,165,0,32
19419,385,141,0,26
19420,385,160,0,33
19421,385,78,0,27
19422,385,146,0,31
19423,385,133,0,19
19424,385,102,79,2
19425,385,94,1,17
19426,385,84,0,20
19427,385,168,0,30
19428,386,117,84,2
19429,386,77,41,3
19430,386,137,18,6
19431,386,118,17,7
19432,386,105,24,5
19433,386,138,1,16
19434,386,123,25,4
19435,386,158,6,11
19436,386,140,0,25
19437,386,110,3,15
19438,386,156,5,13
19439,386,159,0,22
19440,386,112,0,24
19441,386,99,0,23
19442,386,166,0,21
19443,386,114,0,18
19444,386,163,0,28
19445,386,131,0,29
19446,386,95,12,9
19447,386,145,12,10
19448,386,119,5,14
19449,386,122,16,8
19450,386,167,0,34
19451,386,127,5,12
19452,386,165,0,32
19453,386,141,0,26
19454,386,160,0,33
19455,386,78,0,27
19456,386,146,0,31
19457,386,133,0,19
19458,386,102,87,1
19459,386,94,1,17
19460,386,84,0,20
19461,386,168,0,30
19462,386,88,0,35
19463,387,117,87,2
19464,387,77,41,3
19465,387,137,22,6
19466,387,118,17,8
19467,387,105,24,5
19468,387,138,1,16
19469,387,123,27,4
19470,387,158,6,12
19471,387,140,0,25
19472,387,110,3,15
19473,387,156,5,14
19474,387,159,0,22
19475,387,112,0,24
19476,387,99,0,23
19477,387,166,0,21
19478,387,114,0,18
19479,387,163,0,28
19480,387,131,0,29
19481,387,95,12,9
19482,387,145,12,10
19483,387,119,8,11
19484,387,122,17,7
19485,387,167,0,34
19486,387,127,5,13
19487,387,165,0,32
19488,387,141,0,26
19489,387,160,0,33
19490,387,78,0,27
19491,387,146,0,31
19492,387,133,0,19
19493,387,102,90,1
19494,387,94,1,17
19495,387,84,0,20
19496,387,168,0,30
19497,387,88,0,35
19498,387,162,0,36
19499,388,117,9,1
19500,388,137,6,2
19501,388,140,4,3
19502,388,77,3,4
19503,388,123,2,5
19504,388,95,1,6
19505,388,138,0,7
19506,388,105,0,8
19507,388,157,0,9
19508,388,156,0,10
19509,388,166,0,11
19510,388,169,0,12
19511,388,158,0,13
19512,388,102,0,14
19513,388,119,0,15
19514,388,110,0,16
19515,388,118,0,17
19516,388,133,0,18
19517,388,145,0,19
19518,388,84,0,20
19519,388,170,0,21
19520,388,122,0,22
19521,389,117,9,2
19522,389,137,6,5
19523,389,140,7,3
19524,389,77,3,7
19525,389,123,2,8
19526,389,95,10,1
19527,389,138,1,10
19528,389,105,4,6
19529,389,157,0,11
19530,389,156,0,14
19531,389,166,0,12
19532,389,169,0,17
19533,389,158,0,19
19534,389,102,6,4
19535,389,119,0,13
19536,389,110,0,21
19537,389,118,0,16
19538,389,133,0,18
19539,389,145,0,22
19540,389,84,2,9
19541,389,170,0,20
19542,389,122,0,25
19543,389,112,0,15
19544,389,167,0,23
19545,389,99,0,24
19546,389,160,0,26
19547,389,163,0,27
19548,390,117,18,1
19549,390,137,6,5
19550,390,140,13,2
19551,390,77,3,9
19552,390,123,2,12
19553,390,95,10,3
19554,390,138,3,10
19555,390,105,4,6
19556,390,157,0,14
19557,390,156,0,20
19558,390,166,0,16
19559,390,169,0,19
19560,390,158,3,8
19561,390,102,6,4
19562,390,119,0,18
19563,390,110,4,7
19564,390,118,0,21
19565,390,133,0,22
19566,390,145,0,25
19567,390,84,2,11
19568,390,170,0,23
19569,390,122,0,24
19570,390,112,0,17
19571,390,167,0,26
19572,390,99,0,27
19573,390,160,0,15
19574,390,163,1,13
19575,391,117,18,1
19576,391,137,12,4
19577,391,140,13,3
19578,391,77,6,7
19579,391,123,2,13
19580,391,95,10,5
19581,391,138,3,10
19582,391,105,8,6
19583,391,157,0,16
19584,391,156,2,12
19585,391,166,0,18
19586,391,169,0,22
19587,391,158,3,9
19588,391,102,15,2
19589,391,119,0,21
19590,391,110,4,8
19591,391,118,0,23
19592,391,133,0,24
19593,391,145,0,25
19594,391,84,2,11
19595,391,170,0,20
19596,391,122,1,15
19597,391,112,0,19
19598,391,167,0,26
19599,391,99,0,27
19600,391,160,0,17
19601,391,163,1,14
19602,392,117,22,2
19603,392,137,18,3
19604,392,140,13,4
19605,392,77,9,6
19606,392,123,2,13
19607,392,95,12,5
19608,392,138,3,10
19609,392,105,8,7
19610,392,157,0,16
19611,392,156,2,12
19612,392,166,0,18
19613,392,169,0,22
19614,392,158,4,9
19615,392,102,24,1
19616,392,119,0,21
19617,392,110,4,8
19618,392,118,0,23
19619,392,133,0,24
19620,392,145,0,25
19621,392,84,2,11
19622,392,170,0,20
19623,392,122,1,15
19624,392,112,0,19
19625,392,167,0,26
19626,392,99,0,27
19627,392,160,0,17
19628,392,163,1,14
19629,393,117,26,2
19630,393,137,24,3
19631,393,140,13,5
19632,393,77,9,6
19633,393,123,2,14
19634,393,95,21,4
19635,393,138,3,10
19636,393,105,8,7
19637,393,157,0,18
19638,393,156,2,11
19639,393,166,1,15
19640,393,169,0,22
19641,393,158,4,9
19642,393,102,27,1
19643,393,119,0,21
19644,393,110,4,8
19645,393,118,0,23
19646,393,133,0,24
19647,393,145,0,26
19648,393,84,2,12
19649,393,170,2,13
19650,393,122,1,17
19651,393,112,0,20
19652,393,167,0,25
19653,393,99,0,27
19654,393,160,0,19
19655,393,163,1,16
19656,394,117,26,4
19657,394,137,30,3
19658,394,140,13,5
19659,394,77,9,6
19660,394,123,2,14
19661,394,95,30,2
19662,394,138,6,8
19663,394,105,8,7
19664,394,157,0,19
19665,394,156,2,12
19666,394,166,1,16
19667,394,169,0,22
19668,394,158,4,10
19669,394,102,31,1
19670,394,119,0,23
19671,394,110,4,9
19672,394,118,2,15
19673,394,133,0,24
19674,394,145,0,26
19675,394,84,2,13
19676,394,170,3,11
19677,394,122,1,18
19678,394,112,0,21
19679,394,167,0,25
19680,394,99,0,27
19681,394,160,0,20
19682,394,163,1,17
19683,395,117,26,4
19684,395,137,39,1
19685,395,140,19,5
19686,395,77,9,6
19687,395,123,2,15
19688,395,95,30,3
19689,395,138,6,8
19690,395,105,8,7
19691,395,157,0,20
19692,395,156,4,12
19693,395,166,4,10
19694,395,169,0,22
19695,395,158,4,11
19696,395,102,35,2
19697,395,119,0,23
19698,395,110,4,9
19699,395,118,2,16
19700,395,133,0,24
19701,395,145,0,26
19702,395,84,2,14
19703,395,170,3,13
19704,395,122,1,19
19705,395,112,1,17
19706,395,167,0,25
19707,395,99,0,27
19708,395,160,0,21
19709,395,163,1,18
19710,396,117,30,4
19711,396,137,48,1
19712,396,140,19,5
19713,396,77,9,6
19714,396,123,5,9
19715,396,95,30,3
19716,396,138,6,8
19717,396,105,8,7
19718,396,157,0,21
19719,396,156,4,13
19720,396,166,4,11
19721,396,169,0,23
19722,396,158,4,12
19723,396,102,41,2
19724,396,119,2,17
19725,396,110,4,10
19726,396,118,3,15
19727,396,133,0,25
19728,396,145,0,24
19729,396,84,2,16
19730,396,170,3,14
19731,396,122,1,20
19732,396,112,1,18
19733,396,167,0,26
19734,396,99,0,27
19735,396,160,0,22
19736,396,163,1,19
19737,397,117,31,4
19738,397,137,54,1
19739,397,140,19,5
19740,397,77,9,6
19741,397,123,8,8
19742,397,95,39,3
19743,397,138,6,10
19744,397,105,8,7
19745,397,157,0,21
19746,397,156,4,14
19747,397,166,4,12
19748,397,169,0,23
19749,397,158,4,13
19750,397,102,43,2
19751,397,119,2,17
19752,397,110,4,11
19753,397,118,3,15
19754,397,133,0,25
19755,397,145,0,24
19756,397,84,2,16
19757,397,170,7,9
19758,397,122,1,20
19759,397,112,1,18
19760,397,167,0,26
19761,397,99,0,27
19762,397,160,0,22
19763,397,163,1,19
19764,398,117,31,4
19765,398,137,63,1
19766,398,140,20,5
19767,398,77,12,6
19768,398,123,10,7
19769,398,95,43,3
19770,398,138,6,10
19771,398,105,8,8
19772,398,157,0,22
19773,398,156,4,14
19774,398,166,4,12
19775,398,169,0,23
19776,398,158,4,13
19777,398,102,49,2
19778,398,119,2,17
19779,398,110,4,11
19780,398,118,3,15
19781,398,133,0,25
19782,398,145,0,24
19783,398,84,2,16
19784,398,170,7,9
19785,398,122,1,20
19786,398,112,1,18
19787,398,167,0,26
19788,398,99,0,27
19789,398,160,0,21
19790,398,163,1,19
19791,398,171,0,28
19792,398,78,0,29
19793,399,117,40,4
19794,399,137,67,1
19795,399,140,22,5
19796,399,77,18,6
19797,399,123,10,8
19798,399,95,43,3
19799,399,138,6,10
19800,399,105,8,9
19801,399,157,0,22
19802,399,156,4,14
19803,399,166,4,13
19804,399,169,0,23
19805,399,158,5,11
19806,399,102,49,2
19807,399,119,2,17
19808,399,110,4,12
19809,399,118,3,15
19810,399,133,0,25
19811,399,145,0,24
19812,399,84,2,16
19813,399,170,10,7
19814,399,122,1,19
19815,399,112,1,18
19816,399,167,0,26
19817,399,99,0,28
19818,399,160,0,21
19819,399,163,1,20
19820,399,171,0,27
19821,399,78,0,29
19822,400,117,46,4
19823,400,137,70,1
19824,400,140,26,5
19825,400,77,18,6
19826,400,123,10,8
19827,400,95,52,2
19828,400,138,6,10
19829,400,105,8,9
19830,400,157,0,22
19831,400,156,4,14
19832,400,166,4,13
19833,400,169,0,23
19834,400,158,5,11
19835,400,102,51,3
19836,400,119,2,17
19837,400,110,4,12
19838,400,118,3,15
19839,400,133,0,25
19840,400,145,0,24
19841,400,84,2,16
19842,400,170,10,7
19843,400,122,1,19
19844,400,112,2,18
19845,400,167,0,26
19846,400,99,0,28
19847,400,160,0,21
19848,400,163,1,20
19849,400,171,0,27
19850,400,78,0,29
19851,401,117,46,4
19852,401,137,73,1
19853,401,140,26,5
19854,401,77,18,6
19855,401,123,10,8
19856,401,95,61,2
19857,401,138,6,12
19858,401,105,8,9
19859,401,157,0,22
19860,401,156,4,15
19861,401,166,4,14
19862,401,169,0,23
19863,401,158,8,10
19864,401,102,51,3
19865,401,119,6,11
19866,401,110,4,13
19867,401,118,3,16
19868,401,133,0,26
19869,401,145,0,25
19870,401,84,2,18
19871,401,170,12,7
19872,401,122,1,19
19873,401,112,3,17
19874,401,167,0,27
19875,401,99,0,29
19876,401,160,0,21
19877,401,163,1,20
19878,401,171,0,28
19879,401,78,0,30
19880,401,114,0,24
19881,402,117,46,4
19882,402,137,73,1
19883,402,140,30,5
19884,402,77,27,6
19885,402,123,12,8
19886,402,95,61,2
19887,402,138,7,11
19888,402,105,11,9
19889,402,157,0,22
19890,402,156,4,15
19891,402,166,4,14
19892,402,169,0,23
19893,402,158,8,10
19894,402,102,57,3
19895,402,119,6,12
19896,402,110,4,13
19897,402,118,3,16
19898,402,133,0,26
19899,402,145,0,25
19900,402,84,2,18
19901,402,170,12,7
19902,402,122,1,19
19903,402,112,3,17
19904,402,167,0,27
19905,402,99,0,30
19906,402,160,0,21
19907,402,163,1,20
19908,402,171,0,28
19909,402,78,0,31
19910,402,114,0,24
19911,402,90,0,29
19912,403,117,46,4
19913,403,137,73,1
19914,403,140,30,6
19915,403,77,36,5
19916,403,123,16,8
19917,403,95,61,2
19918,403,138,7,12
19919,403,105,17,7
19920,403,157,0,23
19921,403,156,7,11
19922,403,166,4,15
19923,403,169,0,25
19924,403,158,8,10
19925,403,102,57,3
19926,403,119,6,13
19927,403,110,4,14
19928,403,118,3,16
19929,403,133,0,27
19930,403,145,0,26
19931,403,84,2,18
19932,403,170,12,9
19933,403,122,1,19
19934,403,112,3,17
19935,403,167,0,28
19936,403,99,0,31
19937,403,160,0,24
19938,403,163,1,20
19939,403,171,0,29
19940,403,78,0,32
19941,403,114,0,22
19942,403,90,1,21
19943,403,131,0,30
19944,404,137,9,1
19945,404,102,6,2
19946,404,172,4,3
19947,404,163,3,4
19948,404,84,2,5
19949,404,77,1,6
19950,404,166,0,7
19951,404,173,0,8
19952,404,174,0,9
19953,404,170,0,10
19954,404,123,0,11
19955,404,105,0,12
19956,404,117,0,13
19957,404,157,0,14
19958,404,140,0,15
19959,404,175,0,16
19960,404,119,0,17
19961,404,156,0,18
19962,404,176,0,19
19963,404,145,0,20
19964,404,110,0,21
19965,404,160,0,22
19966,404,177,0,23
19967,404,178,0,24
19968,404,95,0,25
19969,405,137,9,2
19970,405,102,15,1
19971,405,172,4,4
19972,405,163,3,6
19973,405,84,2,9
19974,405,77,2,10
19975,405,166,0,12
19976,405,173,0,13
19977,405,174,0,15
19978,405,170,2,8
19979,405,123,0,11
19980,405,105,0,16
19981,405,117,4,5
19982,405,157,0,18
19983,405,140,0,19
19984,405,175,0,14
19985,405,119,0,20
19986,405,156,0,21
19987,405,176,0,17
19988,405,145,0,23
19989,405,110,0,24
19990,405,160,0,22
19991,405,177,3,7
19992,405,178,0,25
19993,405,95,6,3
19994,406,137,15,1
19995,406,102,15,2
19996,406,172,4,7
19997,406,163,3,8
19998,406,84,2,10
19999,406,77,6,5
20000,406,166,0,14
20001,406,173,0,15
20002,406,174,0,17
20003,406,170,2,11
20004,406,123,0,13
20005,406,105,0,19
20006,406,117,13,3
20007,406,157,0,21
20008,406,140,3,9
20009,406,175,0,16
20010,406,119,1,12
20011,406,156,0,22
20012,406,176,0,18
20013,406,145,0,25
20014,406,110,0,24
20015,406,160,0,20
20016,406,177,5,6
20017,406,178,0,23
20018,406,95,6,4
20019,406,179,0,26
20020,407,137,15,3
20021,407,102,19,2
20022,407,172,5,7
20023,407,163,5,8
20024,407,84,2,10
20025,407,77,6,6
20026,407,166,0,14
20027,407,173,0,16
20028,407,174,0,18
20029,407,170,2,11
20030,407,123,0,13
20031,407,105,0,19
20032,407,117,22,1
20033,407,157,0,22
20034,407,140,3,9
20035,407,175,0,15
20036,407,119,1,12
20037,407,156,0,20
20038,407,176,0,17
20039,407,145,0,25
20040,407,110,0,24
20041,407,160,0,21
20042,407,177,11,4
20043,407,178,0,23
20044,407,95,9,5
20045,407,179,0,26
20046,408,137,15,4
20047,408,102,25,1
20048,408,172,7,7
20049,408,163,5,9
20050,408,84,2,12
20051,408,77,6,8
20052,408,166,0,15
20053,408,173,0,17
20054,408,174,0,19
20055,408,170,2,11
20056,408,123,0,14
20057,408,105,3,10
20058,408,117,23,2
20059,408,157,0,23
20060,408,140,7,6
20061,408,175,0,16
20062,408,119,1,13
20063,408,156,0,21
20064,408,176,0,18
20065,408,145,0,26
20066,408,110,0,24
20067,408,160,0,22
20068,408,177,11,5
20069,408,178,0,20
20070,408,95,18,3
20071,408,179,0,25
20072,409,137,19,4
20073,409,102,27,3
20074,409,172,7,7
20075,409,163,6,9
20076,409,84,2,12
20077,409,77,6,8
20078,409,166,0,15
20079,409,173,0,17
20080,409,174,0,19
20081,409,170,2,11
20082,409,123,0,14
20083,409,105,3,10
20084,409,117,29,1
20085,409,157,0,25
20086,409,140,7,6
20087,409,175,0,16
20088,409,119,1,13
20089,409,156,0,21
20090,409,176,0,18
20091,409,145,0,26
20092,409,110,0,24
20093,409,160,0,23
20094,409,177,14,5
20095,409,178,0,20
20096,409,95,27,2
20097,409,179,0,22
20098,409,118,0,27
20128,410,137,19,4
20129,410,102,36,1
20130,410,172,13,6
20131,410,163,6,10
20132,410,84,2,12
20133,410,77,6,8
20134,410,166,0,15
20135,410,173,0,19
20136,410,174,0,16
20137,410,170,2,11
20138,410,123,0,14
20139,410,105,6,9
20140,410,117,33,2
20141,410,157,0,24
20142,410,140,7,7
20143,410,175,0,18
20144,410,119,2,13
20145,410,156,0,17
20146,410,176,0,20
20147,410,145,0,27
20148,410,110,0,26
20149,410,160,0,25
20150,410,177,14,5
20151,410,178,0,21
20152,410,95,29,3
20153,410,179,0,23
20154,410,118,0,22
20155,410,158,0,28
20156,410,180,0,29
20157,411,137,23,4
20158,411,102,36,3
20159,411,172,14,6
20160,411,163,8,7
20161,411,84,2,12
20162,411,77,6,9
20163,411,166,0,15
20164,411,173,0,19
20165,411,174,0,16
20166,411,170,2,11
20167,411,123,0,14
20168,411,105,6,10
20169,411,117,39,1
20170,411,157,0,23
20171,411,140,7,8
20172,411,175,0,18
20173,411,119,2,13
20174,411,156,0,17
20175,411,176,0,20
20176,411,145,0,27
20177,411,110,0,26
20178,411,160,0,25
20179,411,177,17,5
20180,411,178,0,22
20181,411,95,38,2
20182,411,179,0,24
20183,411,118,0,21
20184,411,158,0,29
20185,411,180,0,28
20186,412,137,29,4
20187,412,102,36,3
20188,412,172,14,6
20189,412,163,11,7
20190,412,84,4,11
20191,412,77,6,9
20192,412,166,1,14
20193,412,173,0,20
20194,412,174,0,16
20195,412,170,2,12
20196,412,123,0,15
20197,412,105,6,10
20198,412,117,43,2
20199,412,157,0,23
20200,412,140,7,8
20201,412,175,0,19
20202,412,119,2,13
20203,412,156,0,18
20204,412,176,0,21
20205,412,145,0,26
20206,412,110,0,27
20207,412,160,0,25
20208,412,177,17,5
20209,412,178,0,22
20210,412,95,47,1
20211,412,179,0,24
20212,412,118,0,17
20213,412,158,0,29
20214,412,180,0,28
20215,413,137,38,4
20216,413,102,42,3
20217,413,172,14,6
20218,413,163,14,7
20219,413,84,4,11
20220,413,77,6,9
20221,413,166,1,14
20222,413,173,0,20
20223,413,174,0,16
20224,413,170,2,12
20225,413,123,0,15
20226,413,105,6,10
20227,413,117,44,2
20228,413,157,0,23
20229,413,140,7,8
20230,413,175,0,18
20231,413,119,2,13
20232,413,156,0,19
20233,413,176,0,21
20234,413,145,0,27
20235,413,110,0,28
20236,413,160,0,26
20237,413,177,19,5
20238,413,178,0,22
20239,413,95,51,1
20240,413,179,0,24
20241,413,118,0,17
20242,413,158,0,29
20243,413,180,0,25
20244,413,112,0,30
20245,414,137,47,3
20246,414,102,48,2
20247,414,172,14,6
20248,414,163,14,7
20249,414,84,5,11
20250,414,77,6,9
20251,414,166,1,15
20252,414,173,0,20
20253,414,174,2,12
20254,414,170,2,13
20255,414,123,0,16
20256,414,105,6,10
20257,414,117,44,4
20258,414,157,0,24
20259,414,140,10,8
20260,414,175,0,17
20261,414,119,2,14
20262,414,156,0,19
20263,414,176,0,21
20264,414,145,0,28
20265,414,110,0,29
20266,414,160,0,27
20267,414,177,19,5
20268,414,178,0,22
20269,414,95,55,1
20270,414,179,0,25
20271,414,118,0,18
20272,414,158,0,30
20273,414,180,0,26
20274,414,112,0,23
20275,415,137,47,4
20276,415,102,48,3
20277,415,172,14,6
20278,415,163,14,8
20279,415,84,5,11
20280,415,77,6,10
20281,415,166,1,17
20282,415,173,0,23
20283,415,174,2,13
20284,415,170,2,15
20285,415,123,0,19
20286,415,105,12,9
20287,415,117,53,2
20288,415,157,1,18
20289,415,140,14,7
20290,415,175,2,14
20291,415,119,2,16
20292,415,156,0,21
20293,415,176,0,24
20294,415,145,0,28
20295,415,110,0,29
20296,415,160,0,26
20297,415,177,19,5
20298,415,178,3,12
20299,415,95,55,1
20300,415,179,0,22
20301,415,118,0,20
20302,415,158,0,30
20303,415,180,0,27
20304,415,112,0,25
20305,416,137,56,2
20306,416,102,48,4
20307,416,172,14,7
20308,416,163,14,8
20309,416,84,5,11
20310,416,77,8,10
20311,416,166,1,17
20312,416,173,0,23
20313,416,174,2,13
20314,416,170,2,15
20315,416,123,0,19
20316,416,105,12,9
20317,416,117,53,3
20318,416,157,1,18
20319,416,140,18,6
20320,416,175,2,14
20321,416,119,2,16
20322,416,156,0,21
20323,416,176,0,24
20324,416,145,0,29
20325,416,110,0,30
20326,416,160,0,26
20327,416,177,22,5
20328,416,178,4,12
20329,416,95,61,1
20330,416,179,0,22
20331,416,118,0,20
20332,416,158,0,32
20333,416,180,0,27
20334,416,112,0,25
20335,416,133,0,28
20336,416,122,0,31
20337,417,137,60,2
20338,417,102,51,4
20339,417,172,14,7
20340,417,163,14,9
20341,417,84,5,11
20342,417,77,8,10
20343,417,166,1,17
20344,417,173,0,23
20345,417,174,2,13
20346,417,170,2,15
20347,417,123,0,19
20348,417,105,14,8
20349,417,117,59,3
20350,417,157,1,18
20351,417,140,19,6
20352,417,175,2,14
20353,417,119,2,16
20354,417,156,0,21
20355,417,176,0,24
20356,417,145,0,29
20357,417,110,0,30
20358,417,160,0,26
20359,417,177,22,5
20360,417,178,4,12
20361,417,95,70,1
20362,417,179,0,22
20363,417,118,0,20
20364,417,158,0,32
20365,417,180,0,27
20366,417,112,0,25
20367,417,133,0,28
20368,417,122,0,31
20369,418,137,63,3
20370,418,102,55,4
20371,418,172,14,8
20372,418,163,14,10
20373,418,84,5,11
20374,418,77,17,7
20375,418,166,1,17
20376,418,173,0,25
20377,418,174,2,13
20378,418,170,2,15
20379,418,123,0,20
20380,418,105,14,9
20381,418,117,64,2
20382,418,157,1,18
20383,418,140,19,6
20384,418,175,2,14
20385,418,119,2,16
20386,418,156,0,22
20387,418,176,0,26
20388,418,145,0,29
20389,418,110,0,24
20390,418,160,0,27
20391,418,177,22,5
20392,418,178,4,12
20393,418,95,70,1
20394,418,179,0,23
20395,418,118,0,21
20396,418,158,0,32
20397,418,180,0,28
20398,418,112,1,19
20399,418,133,0,30
20400,418,122,0,31
20401,419,137,69,3
20402,419,102,55,4
20403,419,172,14,8
20404,419,163,14,10
20405,419,84,8,11
20406,419,77,17,7
20407,419,166,3,14
20408,419,173,0,25
20409,419,174,3,13
20410,419,170,2,16
20411,419,123,0,20
20412,419,105,14,9
20413,419,117,72,1
20414,419,157,1,18
20415,419,140,23,5
20416,419,175,2,15
20417,419,119,2,17
20418,419,156,0,22
20419,419,176,0,26
20420,419,145,0,29
20421,419,110,0,24
20422,419,160,0,27
20423,419,177,22,6
20424,419,178,4,12
20425,419,95,70,2
20426,419,179,0,23
20427,419,118,0,21
20428,419,158,0,32
20429,419,180,0,28
20430,419,112,1,19
20431,419,133,0,30
20432,419,122,0,31
20433,420,117,9,1
20434,420,105,6,2
20435,420,173,4,3
20436,420,163,3,4
20437,420,175,2,5
20438,420,172,1,6
20439,420,140,0,7
20440,420,84,0,8
20441,420,112,0,9
20442,420,118,0,10
20443,420,123,0,11
20444,420,160,0,12
20445,420,181,0,13
20446,420,77,0,14
20447,420,102,0,15
20448,420,158,0,16
20449,420,94,0,17
20450,420,182,0,18
20451,420,110,0,19
20452,420,119,0,20
20453,420,177,0,21
20454,420,183,0,22
20455,420,95,0,23
20456,420,184,0,24
20457,420,137,0,25
20458,421,117,9,2
20459,421,105,12,1
20460,421,173,7,4
20461,421,163,3,6
20462,421,175,6,5
20463,421,172,1,8
20464,421,140,0,10
20465,421,84,0,12
20466,421,112,0,14
20467,421,118,0,11
20468,421,123,0,15
20469,421,160,0,13
20470,421,181,0,16
20471,421,77,0,20
20472,421,102,9,3
20473,421,158,0,18
20474,421,94,0,22
20475,421,182,0,17
20476,421,110,0,19
20477,421,119,0,25
20478,421,177,0,24
20479,421,183,0,26
20480,421,95,2,7
20481,421,184,0,23
20482,421,137,0,21
20483,421,185,1,9
20484,421,156,0,27
20485,422,117,9,5
20486,422,105,12,2
20487,422,173,16,1
20488,422,163,3,9
20489,422,175,10,3
20490,422,172,1,11
20491,422,140,1,10
20492,422,84,0,14
20493,422,112,0,17
20494,422,118,0,13
20495,422,123,6,6
20496,422,160,0,16
20497,422,181,0,18
20498,422,77,0,21
20499,422,102,9,4
20500,422,158,0,19
20501,422,94,0,23
20502,422,182,3,8
20503,422,110,0,20
20504,422,119,0,25
20505,422,177,0,22
20506,422,183,0,26
20507,422,95,4,7
20508,422,184,0,24
20509,422,137,0,15
20510,422,185,1,12
20511,422,156,0,27
20512,423,117,18,2
20513,423,105,18,3
20514,423,173,20,1
20515,423,163,3,10
20516,423,175,10,4
20517,423,172,2,12
20518,423,140,1,13
20519,423,84,0,15
20520,423,112,0,19
20521,423,118,2,11
20522,423,123,6,6
20523,423,160,0,18
20524,423,181,0,21
20525,423,77,0,24
20526,423,102,9,5
20527,423,158,0,22
20528,423,94,0,26
20529,423,182,3,8
20530,423,110,3,9
20531,423,119,0,23
20532,423,177,0,17
20533,423,183,0,28
20534,423,95,4,7
20535,423,184,0,27
20536,423,137,0,16
20537,423,185,1,14
20538,423,156,0,20
20539,423,170,0,25
20540,424,117,22,2
20541,424,105,27,1
20542,424,173,22,3
20543,424,163,3,12
20544,424,175,10,4
20545,424,172,2,14
20546,424,140,7,6
20547,424,84,0,16
20548,424,112,0,19
20549,424,118,2,13
20550,424,123,6,7
20551,424,160,0,18
20552,424,181,0,22
20553,424,77,0,23
20554,424,102,9,5
20555,424,158,0,25
20556,424,94,0,27
20557,424,182,3,11
20558,424,110,3,10
20559,424,119,0,20
20560,424,177,3,9
20561,424,183,0,29
20562,424,95,5,8
20563,424,184,0,28
20564,424,137,0,17
